zipcode,city,county,population
10314,Staten Island,Richmond County,89792
11219,Brooklyn,Kings County,89371
11206,Brooklyn,Kings County,88422
11230,Brooklyn,Kings County,86139
10458,Bronx,Bronx County,85620
11377,Woodside,Queens County,83825
11221,Brooklyn,Kings County,83322
11229,Brooklyn,Kings County,83119
10453,Bronx,Bronx County,81716
11223,Brooklyn,Kings County,81388
11355,Flushing,Queens County,80987
11233,Brooklyn,Kings County,79439
10468,Bronx,Bronx County,78881
11235,Brooklyn,Kings County,78775
10029,New York City,New York County,76713
11204,Brooklyn,Kings County,76395
11203,Brooklyn,Kings County,76085
10462,Bronx,Bronx County,75714
11212,Brooklyn,Kings County,75605
10452,Bronx,Bronx County,75452
10466,Bronx,Bronx County,75039
10457,Bronx,Bronx County,74822
10002,New York City,New York County,74479
11375,Forest Hills,Queens County,73034
11218,Brooklyn,Kings County,72413
10469,Bronx,Bronx County,72384
10463,Bronx,Bronx County,71132
11215,Brooklyn,Kings County,69873
11691,Far Rockaway,Queens County,68543
11706,Bay Shore,Suffolk County,68401
10472,Bronx,Bronx County,67948
11746,Huntington Station,Suffolk County,67863
11209,Brooklyn,Kings County,67782
11213,Brooklyn,Kings County,67056
10977,Spring Valley,Rockland County,66138
10027,New York City,New York County,64988
11210,Brooklyn,Kings County,64665
11434,Jamaica,Queens County,64304
11432,Jamaica,Queens County,64299
14850,Ithaca,Tompkins County,64221
11717,Brentwood,Suffolk County,63492
11201,Brooklyn,Kings County,63378
10032,New York City,New York County,63214
11372,Jackson Heights,Queens County,62854
10023,New York City,New York County,62541
10701,Yonkers,Westchester County,61604
10312,Staten Island,Richmond County,61392
11435,Jamaica,Queens County,59605
10031,New York City,New York County,59586
10473,Bronx,Bronx County,59579
10460,Bronx,Bronx County,59432
10128,New York City,New York County,58636
10033,New York City,New York County,58349
10009,New York City,New York County,58293
10024,New York City,New York County,58102
11216,Brooklyn,Kings County,57786
11550,Hempstead,Nassau County,57639
11225,Brooklyn,Kings County,56859
11238,Brooklyn,Kings County,55210
12550,Newburgh,Orange County,55149
10003,New York City,New York County,53977
14221,Buffalo,Erie County,53948
10306,Staten Island,Richmond County,53877
11354,Flushing,Queens County,53684
12180,Troy,Rensselaer County,53464
10016,New York City,New York County,52886
11758,Massapequa,Nassau County,52783
14580,Webster,Monroe County,52585
10950,Monroe,Orange County,50979
10011,New York City,New York County,49949
10461,Bronx,Bronx County,49690
14094,Lockport,Niagara County,49257
11237,Brooklyn,Kings County,48876
10459,Bronx,Bronx County,48780
11419,South Richmond Hill,Queens County,48369
10451,Bronx,Bronx County,48136
10940,Middletown,Orange County,48021
11420,South Ozone Park,Queens County,47470
11590,Westbury,Nassau County,47245
11205,Brooklyn,Kings County,46843
10028,New York City,New York County,46768
11772,Patchogue,Suffolk County,45991
11224,Brooklyn,Kings County,45795
10019,New York City,New York County,45498
10040,New York City,New York County,44800
11365,Fresh Meadows,Queens County,44738
11003,Elmont,Nassau County,44572
11757,Lindenhurst,Suffolk County,44368
11228,Brooklyn,Kings County,44348
10021,New York City,New York County,44280
14120,North Tonawanda,Niagara County,44119
10465,Bronx,Bronx County,43671
11374,Rego Park,Queens County,43507
11756,Levittown,Nassau County,43446
11520,Freeport,Nassau County,43438
11580,Valley Stream,Nassau County,42990
10475,Bronx,Bronx County,42818
14075,Hamburg,Erie County,42780
10305,Staten Island,Richmond County,42726
12065,Clifton Park,Saratoga County,42701
12603,Poughkeepsie,Dutchess County,42540
10034,New York City,New York County,42399
13760,Endicott,Broome County,42372
10952,Monsey,Rockland County,42063
10455,Bronx,Bronx County,41951
11743,Huntington,Suffolk County,41878
11217,Brooklyn,Kings County,41813
11413,Springfield Gardens,Queens County,41650
11040,New Hyde Park,Nassau County,41592
14450,Fairport,Monroe County,41546
14215,Buffalo,Erie County,41435
12601,Poughkeepsie,Dutchess County,41392
10801,New Rochelle,Westchester County,41370
11421,Woodhaven,Queens County,41251
11367,Flushing,Queens County,41207
14609,Rochester,Monroe County,41168
10304,Staten Island,Richmond County,41112
13440,Rome,Oneida County,41014
10583,Scarsdale,Westchester County,40851
14150,Tonawanda,Erie County,40850
14224,Buffalo,Erie County,40815
11801,Hicksville,Nassau County,40288
11704,West Babylon,Suffolk County,39981
10705,Yonkers,Westchester County,39944
12866,Saratoga Springs,Saratoga County,39689
11357,Whitestone,Queens County,39407
14701,Jamestown,Chautauqua County,39214
10573,Port Chester,Westchester County,38816
10026,New York City,New York County,38585
11378,Maspeth,Queens County,38524
11418,Richmond Hill,Queens County,38405
10301,Staten Island,Richmond County,38280
11554,East Meadow,Nassau County,38029
11379,Middle Village,Queens County,37991
11231,Brooklyn,Kings County,37874
11412,Saint Albans,Queens County,37857
13021,Auburn,Cayuga County,37841
11779,Ronkonkoma,Suffolk County,37837
11561,Long Beach,Nassau County,37726
11106,Astoria,Queens County,37690
13601,Watertown,Jefferson County,37548
10550,Mount Vernon,Westchester County,37429
10454,Bronx,Bronx County,37212
11433,Jamaica,Queens County,37021
11105,Astoria,Queens County,36983
13501,Utica,Oneida County,36920
11222,Brooklyn,Kings County,36872
14624,Rochester,Monroe County,36570
11358,Flushing,Queens County,36515
11364,Oakland Gardens,Queens County,36215
10035,New York City,New York County,36048
11103,Astoria,Queens County,35995
10010,New York City,New York County,35906
13126,Oswego,Oswego County,35833
12401,Kingston,Ulster County,35192
12590,Wappingers Falls,Dutchess County,34910
11710,Bellmore,Nassau County,34634
11787,Smithtown,Suffolk County,34376
14612,Rochester,Monroe County,34116
10309,Staten Island,Richmond County,34058
11735,Farmingdale,Nassau County,33893
12020,Ballston Spa,Saratoga County,33563
11566,Merrick,Nassau County,33331
13502,Utica,Oneida County,33314
12901,Plattsburgh,Clinton County,33312
11510,Baldwin,Nassau County,33299
14225,Buffalo,Erie County,33091
14621,Rochester,Monroe County,33066
13027,Baldwinsville,Onondaga County,33049
11422,Rosedale,Queens County,32761
14086,Lancaster,Erie County,32585
10956,New City,Rockland County,32289
11722,Central Islip,Suffolk County,31878
10704,Yonkers,Westchester County,31683
10562,Ossining,Westchester County,31636
14534,Pittsford,Monroe County,31615
11370,East Elmhurst,Queens County,31580
11369,East Elmhurst,Queens County,31481
11101,Long Island City,Queens County,31366
11417,Ozone Park,Queens County,31321
10022,New York City,New York County,31130
10030,New York City,New York County,31060
14226,Buffalo,Erie County,30644
11793,Wantagh,Nassau County,30643
11731,East Northport,Suffolk County,30436
11050,Port Washington,Nassau County,30357
10014,New York City,New York County,30344
14626,Rochester,Monroe County,30292
14127,Orchard Park,Erie County,30191
11423,Hollis,Queens County,30104
12203,Albany,Albany County,30010
12309,Schenectady,Schenectady County,30007
13090,Liverpool,Onondaga County,29869
11102,Astoria,Queens County,29747
11727,Coram,Suffolk County,29736
10308,Staten Island,Richmond County,29512
11725,Commack,Suffolk County,29396
10598,Yorktown Heights,Westchester County,29320
14304,Niagara Falls,Niagara County,29262
11572,Oceanside,Nassau County,29243
13045,Cortland,Cortland County,28916
10013,New York City,New York County,28799
11763,Medford,Suffolk County,28579
11803,Plainview,Nassau County,28520
12303,Schenectady,Schenectady County,28488
10036,New York City,New York County,28487
11530,Garden City,Nassau County,28460
11720,Centereach,Suffolk County,28454
11901,Riverhead,Suffolk County,28387
11701,Amityville,Suffolk County,28363
11414,Howard Beach,Queens County,28313
14606,Rochester,Monroe County,28296
12010,Amsterdam,Montgomery County,28152
11001,Floral Park,Nassau County,28021
13210,Syracuse,Onondaga County,27916
11542,Glen Cove,Nassau County,27893
14424,Canandaigua,Ontario County,27880
10039,New York City,New York County,27854
11967,Shirley,Suffolk County,27854
11429,Queens Village,Queens County,27454
10303,Staten Island,Richmond County,27401
12302,Schenectady,Schenectady County,27377
11729,Deer Park,Suffolk County,27252
11570,Rockville Centre,Nassau County,27234
11361,Bayside,Queens County,27201
14616,Rochester,Monroe County,26948
12205,Albany,Albany County,26941
12306,Schenectady,Schenectady County,26799
11416,Ozone Park,Queens County,26744
12553,New Windsor,Orange County,26674
11741,Holbrook,Suffolk County,26651
11232,Brooklyn,Kings County,26430
10541,Mahopac,Putnam County,26321
12804,Queensbury,Warren County,26187
11791,Syosset,Nassau County,26135
11553,Uniondale,Nassau County,26054
14623,Rochester,Monroe County,25893
13905,Binghamton,Broome County,25890
12533,Hopewell Junction,Dutchess County,25426
11784,Selden,Suffolk County,25337
10710,Yonkers,Westchester County,25262
11104,Sunnyside,Queens County,25114
11776,Port Jefferson Station,Suffolk County,24950
11552,West Hempstead,Nassau County,24908
11795,West Islip,Suffolk County,24775
11010,Franklin Square,Nassau County,24752
10512,Carmel,Putnam County,24672
11427,Queens Village,Queens County,24560
14043,Depew,Erie County,24538
13069,Fulton,Oswego County,24166
10001,New York City,New York County,24117
10566,Peekskill,Westchester County,24010
14620,Rochester,Monroe County,23835
10310,Staten Island,Richmond County,23800
11356,College Point,Queens County,23494
12078,Gloversville,Fulton County,23419
10012,New York City,New York County,23318
10038,New York City,New York County,23311
14207,Buffalo,Erie County,23275
14213,Buffalo,Erie County,23113
10591,Tarrytown,Westchester County,23044
10901,Suffern,Rockland County,23039
14217,Buffalo,Erie County,22975
10954,Nanuet,Rockland County,22931
13208,Syracuse,Onondaga County,22833
14617,Rochester,Monroe County,22774
11714,Bethpage,Nassau County,22741
14020,Batavia,Genesee County,22707
14220,Buffalo,Erie County,22623
14618,Rochester,Monroe County,22597
14211,Buffalo,Erie County,22495
10471,Bronx,Bronx County,22422
11762,Massapequa Park,Nassau County,22358
13850,Vestal,Broome County,22351
14216,Buffalo,Erie County,22289
12304,Schenectady,Schenectady County,22230
14223,Buffalo,Erie County,22225
10703,Yonkers,Westchester County,22148
11692,Arverne,Queens County,22074
13820,Oneonta,Otsego County,22070
11563,Lynbrook,Nassau County,21919
13088,Liverpool,Onondaga County,21917
14228,Buffalo,Erie County,21839
11581,Valley Stream,Nassau County,21794
10708,Bronxville,Westchester County,21769
12208,Albany,Albany County,21666
12110,Latham,Albany County,21665
14227,Buffalo,Erie County,21497
12047,Cohoes,Albany County,21355
11783,Seaford,Nassau County,21280
13212,Syracuse,Onondaga County,21269
11694,Rockaway Park,Queens County,21202
11768,Northport,Suffolk County,21113
14072,Grand Island,Erie County,21047
14420,Brockport,Monroe County,21006
10543,Mamaroneck,Westchester County,20951
11411,Cambria Heights,Queens County,20719
11426,Bellerose,Queens County,20524
10567,Cortlandt Manor,Westchester County,20518
10037,New York City,New York County,20462
14206,Buffalo,Erie County,20310
10990,Warwick,Orange County,20307
14051,East Amherst,Erie County,20219
12144,Rensselaer,Rensselaer County,20205
10552,Mount Vernon,Westchester County,20202
14845,Horseheads,Chemung County,20011
14526,Penfield,Monroe County,19973
12508,Beacon,Dutchess County,19825
11501,Mineola,Nassau County,19621
10509,Brewster,Putnam County,19582
14830,Corning,Steuben County,19521
14214,Buffalo,Erie County,19492
11726,Copiague,Suffolk County,19481
14456,Geneva,Ontario County,19473
13901,Binghamton,Broome County,19230
10605,White Plains,Westchester County,19195
11436,Jamaica,Queens County,19167
10805,New Rochelle,Westchester County,19096
11360,Bayside,Queens County,18954
14218,Buffalo,Erie County,18952
14559,Spencerport,Monroe County,18930
11415,Kew Gardens,Queens County,18891
11428,Queens Village,Queens County,18836
13204,Syracuse,Onondaga County,18741
12561,New Paltz,Ulster County,18713
11030,Manhasset,Nassau County,18578
11362,Little Neck,Queens County,18343
11747,Melville,Suffolk County,18288
13903,Binghamton,Broome County,18258
11021,Great Neck,Nassau County,18245
12477,Saugerties,Ulster County,18060
10302,Staten Island,Richmond County,18037
12534,Hudson,Columbia County,18007
11738,Farmingville,Suffolk County,17972
13790,Johnson City,Broome County,17964
11754,Kings Park,Suffolk County,17946
14468,Hilton,Monroe County,17913
10603,White Plains,Westchester County,17866
14760,Olean,Cattaraugus County,17640
10580,Rye,Westchester County,17334
11790,Stony Brook,Suffolk County,17304
12189,Watervliet,Albany County,17290
13205,Syracuse,Onondaga County,17212
11575,Roosevelt,Nassau County,17180
13039,Cicero,Onondaga County,17028
14615,Rochester,Monroe County,16963
14611,Rochester,Monroe County,16962
12054,Delmar,Albany County,16940
12589,Wallkill,Ulster County,16882
10606,White Plains,Westchester County,16841
14305,Niagara Falls,Niagara County,16767
13206,Syracuse,Onondaga County,16723
14052,East Aurora,Erie County,16672
13676,Potsdam,St. Lawrence County,16637
11788,Hauppauge,Suffolk County,16583
14607,Rochester,Monroe County,16521
12831,Gansevoort,Saratoga County,16517
13203,Syracuse,Onondaga County,16513
10549,Mount Kisco,Westchester County,16498
12206,Albany,Albany County,16480
11950,Mastic,Suffolk County,16444
11733,East Setauket,Suffolk County,16363
10538,Larchmont,Westchester County,16302
13662,Massena,St. Lawrence County,16267
11937,East Hampton,Suffolk County,16137
11703,North Babylon,Suffolk County,16119
11780,Saint James,Suffolk County,16099
13104,Manlius,Onondaga County,16052
12524,Fishkill,Dutchess County,15934
13669,Ogdensburg,St. Lawrence County,15908
10960,Nyack,Rockland County,15857
14901,Elmira,Chemung County,15855
10017,New York City,New York County,15846
13413,New Hartford,Oneida County,15777
10470,Bronx,Bronx County,15716
10965,Pearl River,Rockland County,15534
12118,Mechanicville,Saratoga County,15508
11946,Hampton Bays,Suffolk County,15453
14613,Rochester,Monroe County,15381
12953,Malone,Franklin County,15374
10804,New Rochelle,Westchester County,15229
14904,Elmira,Chemung County,15176
13219,Syracuse,Onondaga County,15107
11004,Glen Oaks,Queens County,15098
14564,Victor,Ontario County,15082
13031,Camillus,Onondaga County,15080
11782,Sayville,Suffolk County,14965
11767,Nesconset,Suffolk County,14952
13215,Syracuse,Onondaga County,14952
10307,Staten Island,Richmond County,14906
11798,Wyandanch,Suffolk County,14864
12771,Port Jervis,Orange County,14788
12308,Schenectady,Schenectady County,14699
12019,Ballston Lake,Saratoga County,14456
12182,Troy,Rensselaer County,14432
11366,Fresh Meadows,Queens County,14360
12801,Glens Falls,Warren County,14358
11751,Islip,Suffolk County,14314
14063,Fredonia,Chautauqua County,14302
14048,Dunkirk,Chautauqua County,14283
14210,Buffalo,Erie County,14249
11702,Babylon,Suffolk County,14127
14222,Buffalo,Erie County,14114
12538,Hyde Park,Dutchess County,14081
11598,Woodmere,Nassau County,14066
10980,Stony Point,Rockland County,13942
14513,Newark,Wayne County,13938
10941,Middletown,Orange County,13786
14411,Albion,Orleans County,13776
11949,Manorville,Suffolk County,13760
14610,Rochester,Monroe County,13760
11730,East Islip,Suffolk County,13663
11953,Middle Island,Suffolk County,13645
13057,East Syracuse,Onondaga County,13643
14619,Rochester,Monroe County,13642
10924,Goshen,Orange County,13508
10528,Harrison,Westchester County,13182
13421,Oneida,Madison County,13149
10520,Croton On Hudson,Westchester County,13117
11951,Mastic Beach,Suffolk County,13015
11764,Miller Place,Suffolk County,12981
11693,Far Rockaway,Queens County,12944
13815,Norwich,Chenango County,12930
11961,Ridge,Suffolk County,12902
10570,Pleasantville,Westchester County,12900
11753,Jericho,Nassau County,12857
12839,Hudson Falls,Washington County,12838
14843,Hornell,Steuben County,12814
12528,Highland,Ulster County,12797
11239,Brooklyn,Kings County,12772
14527,Penn Yan,Yates County,12745
13209,Syracuse,Onondaga County,12713
14301,Niagara Falls,Niagara County,12704
10514,Chappaqua,Westchester County,12667
10918,Chester,Orange County,12653
11545,Glen Head,Nassau County,12604
11755,Lake Grove,Suffolk County,12598
13207,Syracuse,Onondaga County,12597
13066,Fayetteville,Onondaga County,12525
11577,Roslyn Heights,Nassau County,12513
10803,Pelham,Westchester County,12510
10044,New York City,New York County,12440
11742,Holtsville,Suffolk County,12438
11576,Roslyn,Nassau County,12374
14004,Alden,Erie County,12332
10530,Hartsdale,Westchester County,12268
12586,Walden,Orange County,12246
13032,Canastota,Madison County,12208
10474,Bronx,Bronx County,12179
11778,Rocky Point,Suffolk County,12081
14810,Bath,Steuben County,12067
